,STEERING,ACCELERATION,BRAKE,SPEED,DISTANCE_FROM_CENTER,ANGLE,EDGE1,EDGE2,EDGE3,EDGE4,EDGE5,EDGE6,EDGE7,EDGE8,EDGE9,EDGE10,EDGE11,EDGE12,EDGE13,EDGE14,EDGE15,EDGE16,EDGE17,EDGE18,EDGE19
735,0.0019583847,0.1816153142,0,22.1247222222,0.0114746,0.4777889324,5.43708,5.64148,6.30857,7.75385,11.0335,16.2697,21.6821,32.8652,68.9562,200,58.277,30.591,20.8462,15.9017,10.9682,7.80263,6.39317,5.74672,5.5633
736,0.0021814695,0.1816153142,0,22.1247222222,0.0108088,0.4721854052,5.44074,5.64513,6.31246,7.7583,11.039,16.2762,21.6885,32.8682,68.9174,200,58.298,30.5871,20.8398,15.8954,10.9628,7.79825,6.38931,5.74308,5.55964
737,0.0024172579,0.1816153142,0,22.1247222222,0.0101429,0.4658519297,5.44439,5.64876,6.3163,7.76265,11.0443,16.2821,21.6938,32.8687,68.8677,200,58.327,30.5852,20.8344,15.8896,10.9576,7.79396,6.38551,5.73946,5.55597
738,0.0026366735,0.1816153142,0,22.1247222222,0.00947709,0.4587690254,5.44805,5.65236,6.32008,7.7669,11.0493,16.2873,21.6981,32.8666,68.8067,200,58.3639,30.5855,20.83,15.8844,10.9527,7.78977,6.38174,5.73586,5.5523
739,0.0028697605,0.1817142153,0,22.1246944444,0.00881126,0.4509332546,5.45171,5.65595,6.32382,7.77104,11.0541,16.292,21.7012,32.8619,68.7347,200,58.409,30.588,20.8265,15.8797,10.948,7.78568,6.37803,5.73228,5.54863
740,0.0031045148,0.1817142153,0,22.1246944444,0.00814542,0.4423423254,5.45536,5.65951,6.32751,7.77508,11.0586,16.2961,21.7032,32.8547,68.6515,200,58.4623,30.5927,20.8241,15.8756,10.9436,7.78169,6.37436,5.72872,5.54497
741,0.0033409325,0.1817142153,0,22.1246944444,0.00747958,0.4329836328,5.45902,5.66306,6.33115,7.779,11.0628,16.2995,21.7042,32.8449,68.5571,200,58.5241,30.5996,20.8226,15.8721,10.9394,7.7778,6.37074,5.72518,5.5413
742,0.0035800135,0.1817142153,0,22.1246944444,0.00681374,0.4228497283,5.46267,5.66658,6.33474,7.78283,11.0668,16.3024,21.7039,32.8325,68.4515,200,58.5943,30.6088,20.8222,15.8692,10.9355,7.77401,6.36717,5.72166,5.53763
743,0.0038217579,0.1817142153,0,22.1246944444,0.0061479,0.4119343093,5.46633,5.67008,6.33828,7.78654,11.0705,16.3045,21.7026,32.8175,68.3348,200,58.6733,30.6203,20.8228,15.8668,10.9318,7.77033,6.36365,5.71816,5.53396
744,-0.0003917719,0.1817142153,0,22.1246944444,0.00552646,0.4002253438,5.46974,5.67331,6.34149,7.78979,11.0735,16.3054,21.6991,32.7983,68.2038,200,58.7639,30.6354,20.8254,15.8657,10.9288,7.76709,6.36045,5.71493,5.53053
745,-0.0179885421,0.1817142153,0,22.1246944444,0.00508256,0.3921603899,5.47217,5.67562,6.34379,7.79216,11.0757,16.3062,21.6971,32.7857,68.1151,200,58.8255,30.6454,20.8269,15.8647,10.9266,7.76474,6.35816,5.71262,5.52808
746,0.0044531229,0.1822092592,0,22.1245555556,0.00441673,0.4065668407,5.47585,5.67981,6.34897,7.79936,11.088,16.3287,21.7326,32.8564,68.374,200,58.6303,30.5832,20.7941,15.8435,10.9147,7.75768,6.35304,5.70846,5.52443
747,0.0047054554,0.1820111339,0,22.1246111111,0.00375089,0.4229878111,5.47952,5.68406,6.35429,7.80685,11.101,16.3527,21.7711,32.9342,68.6647,200,58.4146,30.5153,20.7587,15.8208,10.9022,7.75034,6.34779,5.70425,5.52078
748,0.0049594512,0.1818131522,0,22.1246666667,0.00308505,0.4225810111,5.48318,5.68785,6.35851,7.81201,11.1083,16.3633,21.785,32.9548,68.7044,200,58.3802,30.4962,20.7455,15.8106,10.8951,7.74526,6.34361,5.70047,5.51712
749,0.0052161103,0.1818131522,0,22.1246666667,0.00241921,0.4137608988,5.48684,5.69141,6.36218,7.816,11.1127,16.3672,21.7867,32.9468,68.6184,200,58.4362,30.5015,20.7433,15.8066,10.8907,7.74129,6.33995,5.69692,5.51345
750,-0.0145802661,0.1818131522,0,22.1246666667,0.00195312,0.4005272926,5.48939,5.6937,6.36429,7.81782,11.1133,16.3642,21.7775,32.9172,68.4534,200,58.5518,30.5257,20.751,15.8091,10.8899,7.73945,6.33783,5.69461,5.51088
751,0.0011979831,0.1821101786,0,22.1245833333,0.00133168,0.4046835284,5.49281,5.69736,6.36852,7.82327,11.1217,16.3777,21.7972,32.9518,68.5578,200,58.4706,30.4947,20.7327,15.7962,10.8818,7.7341,6.33364,5.69097,5.50746
752,0.0059018566,0.1819121251,0,22.1246388889,0.000665838,0.4167838241,5.49648,5.70149,6.37356,7.83016,11.1332,16.3984,21.8294,33.015,68.7843,200,58.3016,30.4394,20.703,15.7767,10.8706,7.72735,6.32867,5.68688,5.50381
753,0.0061677918,0.1819121251,0,22.1246388889,0,0.4156877559,5.50014,5.70526,6.37774,7.83523,11.1403,16.4084,21.8424,33.0333,68.8137,200,58.2745,30.4223,20.6907,15.7671,10.8638,7.72235,6.32453,5.68312,5.50014
754,-0.0069338095,0.1819121251,0,22.1246388889,-0.00053267,0.4044102276,5.50307,5.70799,6.38039,7.83783,11.1424,16.4081,21.8375,33.0124,68.6817,200,58.3647,30.4387,20.6944,15.767,10.8616,7.71974,6.32187,5.68038,5.49721
