,STEERING,ACCELERATION,SPEED,DISTANCE_FROM_CENTER,ANGLE,EDGE1,EDGE2,EDGE3,EDGE4,EDGE5,EDGE6,EDGE7,EDGE8,EDGE9,EDGE10,EDGE11,EDGE12,EDGE13,EDGE14,EDGE15,EDGE16,EDGE17,EDGE18,EDGE19
4179,0.0019177819,0.1642989661,23.5221111111,-0.0181818,-0.2015109754,5.60003,5.79212,6.45326,7.89189,11.1323,16.2167,21.3287,31.1755,55.444,139.53,88.451,32.2716,21.1692,15.9427,10.8663,7.66375,6.24811,5.5958,5.40003
4180,5.39206096115373E-05,0.1643914768,23.5220833333,-0.0178935,-0.2031433322,5.59845,5.79044,6.45133,7.88943,11.1286,16.2109,21.3135,31.1314,55.2899,138.954,89.7227,32.3263,21.1848,15.9486,10.87,7.66622,6.25005,5.59749,5.40162
4181,-0.0031981714,0.1646692172,23.522,-0.01757,-0.205780084,5.59667,5.78853,6.44911,7.88656,11.1241,16.2035,21.2958,31.084,55.1255,138.339,91.1938,32.3873,21.2034,15.9559,10.8744,7.6691,6.25227,5.5994,5.4034
4182,0.0040807865,0.1648545511,23.5219444444,-0.0173268,-0.2031095277,5.59533,5.78722,6.44774,7.88504,11.1224,16.2013,21.2862,31.0522,55.0045,137.93,92.4285,32.4288,21.2135,15.9582,10.8763,7.67064,6.25365,5.60072,5.40474
4183,-0.0005252629,0.1651328127,23.5218611111,-0.0170334,-0.2038469244,5.59372,5.78553,6.44583,7.88267,11.1189,16.1951,21.2702,31.0084,54.8537,137.39,93.9304,32.4842,21.2312,15.9643,10.8797,7.67303,6.25557,5.60241,5.40635
4184,-0.0033266343,0.1652256361,23.5218333333,-0.0167098,-0.2073574368,5.59194,5.78359,6.44355,7.87968,11.1142,16.1861,21.2491,30.955,54.6818,136.745,95.6656,32.5531,21.2529,15.9738,10.8845,7.67603,6.25785,5.60434,5.40813
4185,0.00030509,0.1653184942,23.5218055556,-0.0164266,-0.2044617081,5.59038,5.78206,6.44194,7.87788,11.1121,16.1812,21.2369,30.9198,54.5591,136.337,96.921,32.5996,21.2665,15.978,10.8867,7.67785,6.25947,5.60588,5.40969
4186,0.0016416747,0.1654113872,23.5217777778,-0.0161585,-0.2004320959,5.58891,5.78064,6.4405,7.87635,11.1105,16.1775,21.2256,30.8867,54.4432,135.972,98.0754,32.6436,21.2783,15.9817,10.8883,7.6794,6.26092,5.6073,5.41116
4187,0.0006729548,0.1655043149,23.52175,-0.0158802,-0.2009580711,5.58738,5.77905,6.43871,7.87412,11.1073,16.1698,21.2074,30.8416,54.292,135.439,99.5757,32.7056,21.2986,15.9898,10.8916,7.68164,6.26272,5.6089,5.41269
4188,-0.0034970866,0.165783307,23.5216666667,-0.0155567,-0.2035873745,5.5856,5.77713,6.43649,7.87126,11.1029,16.1588,21.1849,30.7868,54.1222,134.827,101.265,32.7782,21.3232,16.0012,10.896,7.68453,6.26495,5.61082,5.41447
4189,0.0033164454,0.1660626124,23.5215833333,-0.0153085,-0.2011219371,5.58423,5.77579,6.43507,7.86967,11.101,16.1524,21.1698,30.7486,53.9924,134.406,102.513,32.8315,21.3399,16.0072,10.8979,7.68613,6.26637,5.61217,5.41584
4190,6.91957950661598E-05,0.1662489902,23.5215277778,-0.0150251,-0.2007460768,5.58267,5.77419,6.4333,7.86753,11.098,16.1434,21.1511,30.7019,53.8461,133.908,103.947,32.8956,21.3609,16.0172,10.9009,7.68829,6.26815,5.61377,5.4174
4191,-0.0036409717,0.1665288182,23.5214444444,-0.0147016,-0.2037787424,5.58089,5.77227,6.43106,7.8646,11.0934,16.1303,21.1257,30.6441,53.6685,133.284,105.669,32.9747,21.389,16.0303,10.9055,7.69123,6.2704,5.61569,5.41918
4192,0.0004293931,0.166622164,23.5214166667,-0.0144234,-0.2008417607,5.57936,5.77076,6.42948,7.86285,11.0913,16.1222,21.1085,30.602,53.5419,132.872,106.889,33.0321,21.4081,16.0389,10.9077,7.693,6.27198,5.6172,5.4207
4193,0.0012934869,0.1667155446,23.5213888889,-0.0141552,-0.1966414071,5.57789,5.76935,6.42805,7.86134,11.0894,16.1144,21.0926,30.5649,53.4205,132.514,107.999,33.0858,21.4263,16.0465,10.9093,7.69453,6.27342,5.61862,5.42218
4194,0.001256441,0.1668089601,23.5213611111,-0.0138871,-0.1967365181,5.57641,5.76782,6.42635,7.85925,11.0858,16.1032,21.0708,30.5125,53.2681,131.995,109.464,33.1581,21.4509,16.0586,10.9132,7.69663,6.27514,5.62015,5.42365
4195,-0.0010919754,0.167089416,23.5212777778,-0.0135938,-0.1996053178,5.5748,5.76607,6.4243,7.85659,11.0804,16.0885,21.043,30.4532,53.0902,131.378,111.172,33.243,21.4822,16.0739,10.9185,7.69931,6.27718,5.6219,5.42527
4196,-0.0015708152,0.1672765611,23.5212222222,-0.0132959,-0.2007323258,5.57316,5.76435,6.42234,7.85412,11.0753,16.075,21.0179,30.397,52.9284,130.824,112.718,33.3225,21.5117,16.0886,10.9236,7.70179,6.27915,5.62363,5.42691
4197,0.001088358,0.1676512704,23.5211111111,-0.0130278,-0.1982938174,5.57169,5.76289,6.4208,7.85238,11.0715,16.0641,20.9966,30.3498,52.7882,130.398,113.971,33.3902,21.5355,16.1004,10.9276,7.70355,6.2807,5.62509,5.42838
4198,0.0010281293,0.1679326694,23.5210277778,-0.0127596,-0.197037321,5.57021,5.7614,6.41918,7.85047,11.0665,16.0513,20.9736,30.2997,52.6412,129.928,115.311,33.4635,21.5623,16.1136,10.9323,7.70547,6.28233,5.62658,5.42985
4199,-0.0003938909,0.168026539,23.521,-0.0124764,-0.1987109307,5.56865,5.75974,6.41728,7.84805,11.0603,16.0361,20.9461,30.2389,52.4715,129.353,116.925,33.5509,21.5946,16.1305,10.9388,7.70791,6.28424,5.62824,5.43141
4200,-0.0013849184,0.1681204435,23.5209722222,-0.012183,-0.1999605516,5.56704,5.75804,6.41534,7.84544,11.0538,16.02,20.918,30.1806,52.3061,128.797,118.507,33.6393,21.6278,16.1476,10.9455,7.71039,6.28619,5.62995,5.43303
