,speedX,speedY,speedZ,trackPos,angle,rpm,gear,track0,track1,track2,track3,track4,track5,track6,track7,track8,track9,track10,track11,track12,track13,track14,track15,track16,track17,track18,setAcceleration,setGear,setSteer
3224,59.9749,0.00655746,-0.00148145,5.22614e-05,0.00038892,4346.73,2,4.99974,5.17665,5.7745,7.07345,10.0062,14.6339,19.3456,28.856,127.557,88.0682,52.5168,28.732,19.2915,14.6042,9.99379,7.06869,5.77251,5.17611,5.00026,0.2,2,0.000461917779266
3225,60.015,0.00559273,-0.00165104,5.51224e-05,0.000380218,4367.06,2,4.99972,5.17662,5.77445,7.07337,10.006,14.6335,19.3449,28.8545,127.081,87.7062,52.3756,28.7335,19.2922,14.6046,9.99397,7.06877,5.77255,5.17614,5.00028,0.1,2,0.000449016676895
3226,60.0061,0.00460396,-0.00166507,-4.86374e-06,0.000363708,4349.79,2,5.00002,5.17691,5.77474,7.07368,10.0064,14.6337,19.3449,28.8535,126.606,87.3456,52.2335,28.7344,19.2922,14.6044,9.99366,7.06846,5.77226,5.17585,4.99998,0.0,2,0.000466183858375
3227,59.9352,0.00507088,-0.00178216,2.14577e-05,0.000368774,4327.23,2,4.99989,5.17678,5.77461,7.07352,10.0062,14.6335,19.3447,28.8536,126.124,86.9784,52.0856,28.7344,19.2924,14.6045,9.99383,7.06861,5.7724,5.17598,5.00011,0.1,2,0.000455877338623
3228,59.913,0.00557899,-0.00156131,-4.5681e-05,0.000377536,4342.24,2,5.00023,5.17714,5.77503,7.07406,10.007,14.6349,19.3467,28.857,125.638,86.6075,51.9322,28.731,19.2905,14.6032,9.99301,7.06808,5.77198,5.17562,4.99977,0.2,2,0.000509775298638
3229,59.9531,0.00506744,-0.00146233,-5.67436e-05,0.000364542,4362.49,2,5.00028,5.17718,5.77505,7.07405,10.0069,14.6345,19.3459,28.8551,125.163,86.2473,51.7867,28.7328,19.2912,14.6036,9.99312,7.06809,5.77196,5.17558,4.99972,0.3,2,0.000500273491911
3230,60.0565,0.00442886,-0.00103369,-7.75337e-05,0.00034517,4387.31,2,5.00039,5.17726,5.7751,7.07406,10.0068,14.634,19.3449,28.8526,124.69,85.8889,51.6417,28.7354,19.2922,14.604,9.99325,7.06808,5.7719,5.1755,4.99961,0.2,2,0.000488843681802
3231,60.1104,0.00396538,-0.000312968,-9.99451e-05,0.000324845,4374.47,2,5.0005,5.17735,5.77516,7.07407,10.0066,14.6335,19.3439,28.8499,124.217,85.5305,51.4956,28.738,19.2932,14.6045,9.99338,7.06807,5.77184,5.17541,4.9995,0.1,2,0.000477232626006
3232,60.1014,0.00361519,0.000396789,-5.71251e-05,0.000303447,4356.73,2,5.00029,5.1771,5.77484,7.07362,10.0058,14.6321,19.3415,28.8451,123.744,85.1737,51.3505,28.7427,19.2956,14.606,9.99418,7.06852,5.77216,5.17566,4.99971,2.77555756156e-17,2,0.000422727776236
3233,60.0302,0.002005,0.00071162,-9.83238e-05,0.000255823,4334.23,2,5.00049,5.17725,5.77492,7.07357,10.0054,14.6307,19.3389,28.8385,123.283,84.8263,51.2102,28.7493,19.2982,14.6073,9.99459,7.06856,5.77208,5.17552,4.99951,0.0,2,0.000388318916015
